,business_id,stars,is_open,Food,American (Traditional),Sandwiches,Nightlife,Bars,Fast Food,American (New),Burgers,Breakfast & Brunch,Pizza,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,HasTV,stars <= 3,stars = 3.5,stars > 3.5,review_count low,review_count mid,review_count high,total_hours low,total_hours mid,total_hours high
153,lEcTcfql0HHwXgSkPudbJg,3.5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
154,vdeufYje-p9Xr6gxm0U0vw,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
155,NGzonf4Pd-hnnE60miVnPA,3.0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
156,HTIfW4eRFGioZlCg38cRTQ,3.5,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0
157,NifsdrLXQI13EQ7po7Z7Bg,4.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
158,4o0xTz_indIcqzJ7juHBAw,2.5,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
159,MZRvuUt9WUDI2hHFHyQi8w,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
160,rwZ_nSNpRtkgzuc2ah27wA,3.0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
161,LWAwSy51WvwNnegnwRUjbA,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
162,qYU_cLn5cEgqa-dsqsHbqg,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
163,4xsfnA6lXXa5dgqOxiubdQ,4.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
164,RuryZJjwsbn5pbue-WWq_Q,2.5,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
165,O_l8AIlR2RJvNPq4CDMbtQ,4.0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
166,gtyAwohjUOvyVsbFSlGelw,3.0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
167,R9HJxu12daX-3HhuhkWIsg,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1
168,BWdDR_4lWAE6uloubO0oZw,3.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
169,U_qJFLZ_iGCfy8R3gO8JVw,3.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
170,gpsI_XzhEdaf5w_CdRUCyA,4.5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
171,yaQJfDao5kQ-c3AkfROhuQ,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
172,PCLfNb3s9xVlUkslcwXZuw,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
173,Hp6CuyYcPneEkqEJmuf5xQ,3.5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
174,YEDOg0lFYS_H_faTERHgUg,3.5,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
175,-zzAC2cpeUbr9QTwy59yvg,2.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
176,Wq80DqBXRpM5xMcGpPK2fA,3.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
177,RSENMHa0BSnQCzzRuVmYiQ,4.5,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
178,BQUsaSqj4Fs1KZpPWZjaSA,3.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
179,gp4e-mPblEZYnQ_Kf4SI2Q,4.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
180,WbU2-NO9bm6bOLC5PkdTyw,1.5,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0
181,etK5pTCprPuKJCtiU-iLKw,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
182,4GMHypXwSyX792Q6p4qLeQ,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
183,KhXE6BV9JH6-sl6csz7E0g,3.0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
184,3ftfZdQ7pqf6QUhQ6L0qpA,4.5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0
185,NIEwDBsr36N74uPwjCaRwg,3.5,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
186,mIiCV8Gyauki_DXR6MDhpQ,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
187,dHS3dwYAGIya7yd1d3J1DA,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
188,_piiFXXGafLsF15zt3cAuQ,4.0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
189,BxveKq0rKp52EWooIDK54w,2.0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
190,GXlIse3eQJSR_rM2qtCi4g,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
191,L3jvXRo5-SIYgfzkYX_R3w,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
192,LCRNYDu7Fgph8f0CnKDJgQ,3.5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
193,YjiaGnfaVWVlOzOQ8GK6NA,3.0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
194,wj1LH5kG1qb9n6fQkyoY1g,4.5,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
195,F0QWKYUmBkxWOap1xspVzw,3.5,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
196,jGn6f8Y8A9mnNlVSc4lAJQ,4.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
197,KE2-bGwPXezBjsjCO7qhvA,4.5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
198,EXEzZQObGgWlQEHqZs3fLg,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
199,nwdfY9ZuvqShLc4otGlxtw,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
