,user_id,name,review_count,yelping_since,useful,funny,cool,elite,friends,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
1079960,WtFUonR8eq2uwV1kkDOznQ,Lubna,22,2014-11-18 23:10:32,16,4,0,,"X8wJvIv-fq2cbetlWt2pOQ, 3eQi4uKbyf45ij6rqrUI9A",1,3.08,0,0,0,0,0,0,0,0,0,0,0
467709,ZCdTeYQp6YJob2nJu5XlDw,Jordan,8,2018-05-06 04:59:06,1,0,1,,"ZrTPgCUEE1nsDP6nfh8KrA, PUXXBN4N9olmu26P5FEsIw, wGMvcqggZnkrfj2SaLDyEw, yIEnoPJwpqseXaYccg12ZQ, Z9PeT6Z4rg3D7MiSpgEV5Q, 01JQQyvcCW71btlUFxIQPg, ILoPGm5xzaLbLNgUVuUkMA, 6DnpZKFPAN1n3kbYQw_HZA, o_vmjenj-cWhAHHFA2dCjg, FopMa_g0aNOA3Q6BjtnA2w, nvYPVCxaLBqfQKbyibrSuw, YjkrCtQcszmiwhFpf3lMwQ, PPoXiB5vnlZDAYL-LDO--A, f23eG9c4LzeH6ufeSRn8jA, gs4Qsti_vqL1BaX1LNlwqw, tvex7LvL__BT2WuINelbsg, vK3_c3sgTv2Y6j7SqzrqXQ, e6mvsBYB8nuWycBbtXxzkw, ULX4MoG8pYKBzDq4OdhDWA, PQ02Aq_4zDK18OtujQm2qQ, rizWcvGobYWFtrfRiZvnPA, wE7C2KvjsVobNedn8fInNg, 3-GHdR2xIp7FlFbGKeWgow, pvO0qo0qK2raIm8Qp_nVLw, dNjvxird_iVcjxT8-H4_0w, fwpfUU3ziM-ir95PF3jtGw, m_OZjxm789XjYzVl90kj5w, c-o7yrf56f0jUOfacGmL1w, EZWwLt9ME17mnWmoh0Rm7Q, NsrJ_S60auNEpEKIIJh7YQ, xWkanugFs98uyY1WkfAZCg, jN53Q8mMHHPGDZX7ygJshQ, QsPvpg4h_KSs6aqcbF-MQw, 33e6NQSvaoHOeL5LzKU5Aw, Sfl7300u8j-ab1lPBKEvcQ",0,5.0,0,0,0,0,0,0,0,0,0,0,0
414927,4f0gBoYPB5EcCE7nMseluQ,Donald,107,2012-08-31 00:02:32,84,28,51,,"i6Pot63Kh7FVNy_ukOcDmg, hzPmSl9LiNP-h5Vt9OqWQQ, vVYZmlco7x4KK_wY-wO1cg, 5tAupu4luR5o3nPqHchWUg, NRGJ4IvauajqqCbhT640cw, 1f_VkjcGAIuOi07QvTpfHw, Tt7VhDp8Dw-Dcbw5Ear6HA, 4TS9ijmSgDB3wdfBvH73bQ, c4tO52x0nsQKU1Tk1F6O4w, ZEyTwEYKkR-sDJqFHnnHcQ, wmMOBOtAaOFsJUWzc5sw3A, _eOlBrrS8bgfMq5v9zA4xQ, qkZHb1ChDXnRSpiL1ZvBlA, bKuTC6FQ_z6whVIWUhJy0Q, DscWvmGbc2iIqKBg2KLfug, a8bY_eiXQPMECj0JgpiJqg, Bh-weRMKM_IuU8EPT-AEoA, VtnCudEFLBjnxblLUAPYhA, r5vRsoHNNEet8vtEpWlzOQ, mjoUbgfE4ZLoFHZfS32Vyw, 5G7DDm7HPetgN7-TS2mAAQ, Tuihtzlt52SVPwLn03Lv0Q, gF76xxhIlTOfe2zL9qINvg, 1FAKs3CAQQLBgdB23GeDIQ, hg4UHzPlfb4b65RlZg89Fg, 75BXCDCgMVW61xjIe3l7iw, 2YLubidH7ewEchKVg-ZzFw, hE9FCBh0BPd2hEhTMNFp3A, -LWNDBtUakoIO7hhbWGqZg, MByYNutOWC938H_-MjyjoA",1,4.95,1,1,0,0,0,10,6,6,6,0,1
1877121,40wiL7Xd5TbDYkAsA34NdQ,Tobin,6,2014-05-24 03:36:17,5,0,1,,"w3kM0ExGAw4vcocjeNrdWw, uKz6lS-eIi94-Y-Jlwc8hw",0,4.14,0,0,0,0,0,0,0,0,0,0,0
1299220,_NFhYbOAuKT3ONbbQNv6mQ,Aely,1,2014-02-06 22:05:16,0,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1903210,veyNxWlWIqIDuOUMEq_LOQ,Aaron,1,2012-03-07 10:49:48,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
1527045,7hGNcH5_OqYR5tBCBhMLkg,Caitie,1,2015-11-12 23:11:12,0,0,0,,None,0,3.0,0,0,0,0,0,0,0,0,0,0,0
207256,nJ5XAaxfiTMxoIu1mR9MfQ,Joey,21,2010-12-29 00:58:31,41,10,7,,"D8OtURAkS-36wfjKNpYOGw, 1CqIjecwH2UeESn3WoidWg, S5lt_TIJHdIT9vL6rtnupg, 7-bPfLcVb9KvFrUhQfJyug, kVkzut19hw4tAZhIYCoLCw, KIFN8Tcf0OAZS4C_2BqTUw, s-I54es92xloefs-zkgw1w, b0WtWcBI7YI7aFCPhW1AQQ, ASLIke5kbn7Z95wT_otaUQ, NVPAuPCohrb5BrSJh5TcXA, lXhOynOuNbb6sC25Ju64fg, _X0FKtoiVYFKzMtSAC1Uww, qexjd1eXAKUO5Qv6d21c4A, PiI9T8gtdg1chj_SuvaMyQ, hy_lBc5ZdoxUXRp4b42q3A, T5cleAtZywBXc7Xm_BmHKg, 3AyA0TJbUfSgalNvVsbCCQ, 8VNmuYmFboXleIFf-stnFg, CX2IrngfKrHe69ZvuTl5-Q, jErRjYz6a9b2qJ0xHaOAFw, pweBa6eYS8ktSz8d3ca1uA, pGqQQgL9QM_sXzo6zULudQ, sb7Wexn2VjyCPUb03vqNLA, mUjqEJqQJjHOscmMWPB1Xg, Xg19tdUqV4EagRc2sF3FTQ, dOLLvKQqqyCZ88LQbcgHBg, jFkx84B88NHquOmGjQl7Pg, wJtX8gKk1buhKV9vXGlKdQ, OyDRDlKf3ejQYotApuLF4g, 30r5DFdFEiW3B0u19ru8lA, TrZQUOshl1Gxi4n4eCxFqw, dd54Rj4uOm2zoyOgLVtDoA, hbObnqGDa6f2gF8aaXYJfQ, huFC49EVE569SHkM2CX3_A, 6NYDXzkyYW3O2zYjzPRMsg, gb6JKGjad5g0SNosVh6-5g, pLtyBPhQ8GITUkevc5-LvQ, ujq6aSkrR0HgOT-04oH4GQ, xTx9ZMidKbuT4_OHAuNKZQ, fp6JRjGqxNjjSGfguuqGsw, x6kmMyqjiwLgNtUa26s7hw, FUZPQJOXgHTVY6Dtlc3k0w, hxkjpbCqV8CVxP3oIUD6ng, bcZK7WZxykeRBJQxcTFBvQ, tDvs7MNZI_vRjfHB8dW5nw, 70zsGcb6oeDdn5xqBNJxpw, BtmlBMjTGPxSo8sWzJO-zQ, PlWocBR0LZqUg7c8xm1syA, rWttFzfMrSxWq68C2fFjtA, Y71sYDWXRtS41bRmgPnk5w, lNWTnMMWrOPfWzxGgdsWBg, vsxjgM8MM-U_-QX-4flsbg, 4CpvoDnoLOzkeFkOsyqwmw, J9v11HFhrCcgqW1POtQqIQ, o-TR-nS48VvNStI-liujsQ, RNLZo5htJQkWtuQkbUQyzw, 0Y79b0i88tbpdL2BckBfhg, 9ogAQ1vN4I86SVN_d8qq-g, DBbI8wYf9U3udl_de0dsqQ, ZHD-4k2ur_-vKeu90EUQpg, 2RblFU06d0nl9mGP8VcTYg, lj98xsCRLu5EIVaHkd49hg, MkeZAU7TRxEjMOvBXKyd_g, 4-twYJ08pbOzx4Glc-VFpA, 1wPbrE58AoDWeYo01A91eg, DK_nDZZtDJtNZtDoiPFdqw, 0c1JZj7bGfzzuXvfMPMUZA, knxUw7JCWd-l0mRl2mJPLQ, 2mvLZieaAUvRWyhlMAltwA, LYMR4EpnFeAbQfU06xCfFQ, Atcx-0gimqTE5A3zg7jHYg, 2T1z8ky2T-013ALoZkrz3Q, d4gxskr-vLYQhVlkO6AJIQ, n7LQDrSdzJAAz48pN6Gi5A, 1ylvjK5Llo68py7568JycA, 4shEoXOZIDr3ynTze2nCVQ, bWrnbNXuAnolu19ILPO3kw, vmWL4jPt4-3A-DhwgJaHiw, k1A-uS3hjIKb-72g1woogw, Ej0W1fkK5RzNT-sHRhvJUA, tsg2BYUIuNVbqPHmDg8Gxw, V1oYJKLoFsJj2ipv5RhATQ, d6kbqPxxsaRroZ0t5FKKTw, xAgk7h1PFv2sRGPrE-jToQ, NUzOBJNL4fMHHQHumkdHhQ, OzfjGMXn6HDjLxVZ8tm9JQ, hxThSMve6p4barX-scg9xw, 7U-IY8i_G2JYnkPk6-QRLQ, EBNYXrrSQU5YkYfM1NgmXw, NT6r9diRdja121OS1xu9mg, HjeWfEO3IZRyOa1kouHK7g, nB6EG6rSMxXwqe0WccjKpQ, 4ovLVDeWGXX6eA-F7YsLqA, NmyGGKdoC-8Iz2ntniD15Q, iVP4QEm2HA293zgQPaQY-g, RICh3jEjk0t77_ooXDBEyQ, PUea0kjFbQPPkt3auzDIrA, mVjjkquTtUSHMbgmoB7INA, w3xA1Hnj5WhGQYljV2iYlg, 9h8FnzVfYszTkMYIESej0A, ossKfehsd720yUqlCwAK8g, 3pZij2Wj-vhrFJRUg53p-Q, pgoDwMmnKDWEiiIXUxf5ew, BtVkl30VNy8ux_50koL2Wg, ccKIUPLzVbvl-xmpb46srw, bb7pBo_sdFI8i0AIDHE9bQ, W6ilH4IAy6rBOAn0Mx5TKg, Vkor9vhiCTexLZ0v63kuXQ, 81QOyB24Dul59wQGdjPDIA, aULOuOyJ0K7azuo42-qF1w, aPFnPkODN2kKFuLIAn71TA, MDw_Y8hC7q_7CQV8BPvM_w, QEz7Nk7yTqzSqZSxZbq2kg, OT6n6Q8q-leww81tbLtDBg, pk1s8MOVEdxFxLRJ00F5MQ, jWSqKTQAObGwTYWAs_G0Cw, ONrLiJgNQ1o9DctCG7kVgw, PAHkTrvsd-AtCGoG9ObUxg, AIFk7zOFW36EH3-0XoqEqw, fiZErc4jAMLewzUj3O7KwQ, DIvGO12Fq2PVXQI7tgEvTg, 7HoualJQwiWbhULA4pEamw, reuEZFgYHwOek3-fltpQsw, pdgFlWC8IvH9JX87W--gvQ, jtMvQzQWeDQIX32EFs91gQ, f1EsNfCjfHMYlVmA9WUHbQ, 3sFo5Ah6WritV1pUBU0F_A, HXqmPUqS7JBmDYppnjwSlg, AeEgx3B_SIczbQYetkirgg, u2uCFSnTWfEofImiDBEzeg, vu0woWOZRDr0_hDtLKbqyg, HDNjFuYSjRPs1z1F7RY1pg, zeCcv4-_pbiTnOrTRJRUUQ, 77duDzcY1y9XB3v1g85HnQ, m8-pM0Z5IHMfGh-zB73e7Q, AZ1QWYdAV1RWnUOxtl5MAA, aoG8tgV8QYHHNiNNiBo1RA, 31RX9-VyMHcXeusGAocHrQ, _uuTksCCEmFM3FP60_wcxA, l3E3SWvI5Jz-LtH2cjhvIw, z6wVaHpZPzXWqRICr6JngA, gaZs4HFYzWvpj6Jvjp--Jg, SgdYf5sc7Wa4iR4Em1oAlw, eYBukvT9I_peqWl2K_LpQg, TZIotS6Ee9lsCJejiIOgjw, fwUl1-gHYM-imMCTALAuGA, gi8kqcBjpmlV4YXZWzfkmg, zNwElBZGx7HzOl75esXPgA, n9_gboYKGng_5hq9F_lzZw, vHfpTMPfO2nNHOy0x_YYuw, 1kWhauyX5AXcR0OIMqEwJA, Jzy3yU4MpkeP7uywToxHWQ, cVcRgZ6bJGQNM7IbXSoIgQ, Yb5AuTqVGYnibKh77JTOog, frffzNUDhPeN2CqOHKRs4g, 0xlml0thL73STCnyerqUgA, MjmiU1lAu9TeuCnmyaSOjg, 5b3T9hqiKe86Hpsk5LST7w, naZLLA4hQ2rALXHq3xLXrQ, zDpVNoZklghy4CpDI3WEow",5,4.26,0,0,0,0,1,1,2,0,0,0,0
1427447,4iHIZIzwr3mCqGfsdaALSA,Michael,669,2013-05-11 22:27:31,3090,960,2104,"2014,2015,2016,2017,2018,2019,2021","0hfHKBzo-bNxnO7sruQG6A, JPJcwgmyqChDOG0i_nzhvg, yW2y12a804L70s2Vz1OHDQ, 3lUkFxUQKeMUYH7-z_kmjg, bTRFge5pRWMh7IoCLn7lBw, 5adYZXIY5-ZvdKSfC4QIDg, 09JdewPAts4szGbJ9fxfQg, w5xth2uIU8VBoAidBGFtiw, BRq6UNFSvjyW_on9Hhc6ng, 9OMq4821reFS2W9eaVuq8Q, -owSIDJSlrjRRUFcjttiEQ, tvyOTSI8HnjHhy64DImpAA, IYscAeoOg6kuB1RFoJVhbg, oASDCxZQreLKYbCsKr2efA, eqB8Z1AAcBouKHUsNisznA, V8-d80YZs_uo1BR8WOfc6w, eBGwT51I0UM9lK-5jr4ZeQ, balhXuT7Pa2Sqb3cuTkDRA, bWh_5Pd_-Wwa3YY6s3YrMg, J1aAgN3LVhPcX5J5jUnHag, 1pzP58PeWictHQzctMU0nQ, thi-jmMx-himXfCw_EuDSw, uHA2E62LB8EnQMr4DUALBw, l2-CTIynPwUmWkV4-ruUOQ, oOfu-75wAzAoAPKzmloHeA, b2wozY2-OzvVFxbM0NcPvQ, fUMfR-ljz1904fJLlxKSow, dqA7f_717E0B_zYTm4wlZQ, qOjT_YCC94KbmQmBYClRpg, Natd-JR5XvS1fh8i2v-blA, LbflRo0ubFOvceg8De7wGQ, MotWLr1JtWuCG69XhydinA, XD8zIa8e2JjDyEHKefdOLQ, TVcms4LbCpQeROIUZexoWA, Ov4BXPi_xsvGnVetZzbRNQ, wBbjgHsrKr7BsPBrQwJf2w, 5cEeiFZxdTHZsf5ayo_YVA, 3tIAAci60jiDORiP6o7erA, ax_R8KaSVjdAgbGH5XxHaA, g7s-eGnKgslOYohw3q0Hkw, rd_gOPUksT9xS3z58MSXXg, hwLw6zAQgtUnwInPLS16-w, e4R1AfbjgV5POjumgCtFzQ, UKf66_MPz0zHCP70mF6p1g, VH18dyRNF2zrJly76eMppQ, C_aCzdTcV6g57UbfvbflSg, vN4ZokOTCjISXu_TNYegTg, aOqUNSTP4wxs7vA4gykJZQ, QnIrewrXxFnssw_gG1gF-Q, fwbvhXM-Mt-7oKwwwuun1g, Moaf399D2VGjOlGDbiQykQ, NoNb_SbGx5l0-CEyFSEuNg, abcow57WW8M78CdVnJenjQ, gIYc0brU5Q_XU8nW48i-eA, 86Teh7Tv4wEBqZa0L98HhA, NSk5--N50J2pnTybhD97zg, VBTLRblfkGZzGdMlGUrP5Q, Pnkxtz2XBBO0XyRGvpLn0w, 1_YwUAArU3zuyqyvxSDQPw, 7Wb-UzE6lIurrLqsbkeljA, p3X4_d_u10uiLbwwzQL2Zw, 80bhTVC9Ks1KlkmhrowJhQ, 7_EXcW2umdoi9T8KpjqrDA, OFvKyYh2S0OS54_4yPtDaA, t1Ui1O7JzQW1A8xaK00gXg, mr45YVa6lreFboL_5vtp3Q, bWvWVWDh59_CouuBuhtZ1g, QhDlIpK7XjL0vbHB56oGlw, ylPi8o14Lavus9DXTm61tQ, MrModR_iMmORyqbxTPMBqg, H1u1Vwz1wWHp9ITFigbdKQ, 1A49tMESzsiPiRbBLSmcFw, sHCgD68ymtxdiQMJfquFNw, whf02yAsGdZfEEGMZtb9HQ, -fh8LjJKj34MLGLn-OhaAA, mLqeg0nW7oX1T3GXjqUl-w, yheKTdirs8nHqtsDBvCoSg, 7NCrYl4uH9Nx3jp7HGbOYw, 7RlyCglsIzhBn081inwvcg, CKk5iOe5MgLHYf4d0ZzO1A, c4lYZmWu3FcGokKZnWNmeA, Rwl6ICUoA2I9r9I61czi2g, geN3SMGUQ-n0Zp8l0zXShw, d_9fKGqihJQmxFbL09cqTw, Tz82kRdiY5yQowf8VN_nxw, MUGp0tu-GwEMAsGJnZ4qLw, S6UzknYCErhDY2twhaX2BQ, _ZT2GrSb31EJ81WV2XlFUw, kNwbrM1MTD_8KE1Q_tasCg, e80u_k_yVDuiyZrP-m8MuQ, z2UyYVatFPiJLUQEvG_gLQ, LexhcwwCVR-pKnSv_2blIQ, d6jb3NWiy63bDBZ4uxKlQw, DhjA_-counhVtKbdAu_0og, _DQ-JkK4fNt-oux0LvEIWg, mKS9uJk2ktBipguo89qnAw, M8Fre7R4ZGbc37Jv5V7TGA, uHByAmOiKGVPBtaTGz46gg, GzRY0zhdoo_P_O4ETL1pGQ, l7D-FPVDQ8f9j2bLzqVIog, S5Xso8q-7XTzowKRULnP8w, FZNRzY6m67fhlnNE8XglTQ, eTqkngyxFIIoLKm1hq50bg, XgW5mQNAE9iQ1gVmvMuJyA, dxl3IANDOTfcwxQ6jKfEyw, plnP7xeT05bsjd0a4UWI_g, cJwXPcngH-0IpEaQpAg3Tg, AcAaKvF3J6oIsp0gO9glIQ, FYGNzgGNvCJa8LELx3jhNQ, XK4KkZI1VcFKBLiWLaDOtw, GcnCe8sQSiUm0c0UieqBbQ, dAmYq0aNl89q2EPiwy_4Qg, UUqGHQFu2tQDGv5r3yJWPA, _H78T8crtfTTpP5R_sR3xA, _0IGjCcnellSXkumruqMxQ, OedNj35AC3dMeskgbsLVSQ, DsHkwKjrwl-RUxTvmFcO_w, 2LUUBv-ZpvAQGP_hKfbZBA, AHA2sJgU3RG0gbsnjnoEhw, PVANQMF1Sa375Xnw1svjDg, eGo1URU1t6eKwKM4v_IxyQ, Ki_eSQaVXde0W9hdCdqhkQ, T10RTNWPJKk0LQAXVSpK4w, WBuFyMVYvFZzPUHWwQiVZA, Fwl6kC6zu6_SDr0BzJUN-A, 3CP7H_M5PcC-4VDYylEJXw, V9-Q_XH-2jBEC4sQ7DKyYQ, YTu0c-1I9ECeksIgoHXFPA, 6av0qSdZlDG6rapm3zH_sg, Kf5PVQUdDvQYf-MXoeWqZA, Z7Ap3mhbqcHVkOcs1pm0yQ, u8WIVYVQxiAFJWLdjJNkIQ, ICuXvobdq5g7SOQw8Qjx-A, bdenOEWX0Y1Yld5qNQ1QKA, SL_Z3-yUh9XJoW4Rlfd_cw, ISJ860z59OPGcuBbo-kjXg, 8XpC6rSuoZj-5qU_GqjRZg, oTHHJI_Ygl0GMZuBZpSh-A, 1JkZgb9rs3_IUtPZ34u3zw, 1MA47PmuIU0BLJq6iGFGPw, UNah5YaIPRZkjm7k3BalZg, ZRHkEFCc557N97SdxF0GzQ, oa5WcCROuLcQUmacS58NIg, QvMN8sGV_0onMKDPYUi3Ow, pfLbnuY7SAacCKH-6jd-Dw, oQVW1VL76rwGoyBsjRQFvA, 8ioonNouKAg32c9Hrds1nQ, OK7jABaab-ITXjFopirh2A, wEjmxj1p9cftZcFKv7F33A, eA-KLkSEq9RYt9-RfNZXCA, f0SHitrEqc5k0DwWyPlY9w, dvCoHGL5GI3Jm2S1inpROg, C5bVShukxOieDtFnjngPoA, lloH0WufxlWFtFiq5M2P7g, 9yhIO_8htNBs14va3F8T5g, rfkBkW3gAsRO39G6GSJdFg, 2daYFot2hTbBdayKPrv-aA, NdHr6UuvPea04y8BUdiKYg, xJxtHt9Rvdy75EMvVtcN9g, OL4yx9zblJxbKRK_cEZF2A, plZt-88namEpQt_G5mSe4w, I6bi6DNlQgLH8_zO01dLMw, 2otXDEiKDqUbox4BS6uK0g, FWJDjTem6J0XIdO3TV6XzA, _fCHKg5d7xAIIPr2P5RiSQ, WzibgRKOmpo-darbO0utCQ, ZCmDQUgCOE_lXVBLYY07Jw, N5QfKIlW0IPt7z8b2tRenA, LPqV0W54xzjB0hEBKR8fjQ, 9lDSUQcucZYp311rj-Wh-A, 1HT6nQf5cUt1NEeLoPDcjg, lyXhYab9FikpcLwPVL4XWQ, 8I7DLn7dPu76HQImdoqzQg, Jh7stFqHsV-VkHx6g5ootQ, whvp1xdT3J4oKs9YIVuVgg, r-DqRKLLf0ceFl9bAyddtg, GoEVqsG2OffdcdAcm6cgLg, Km8JtT-5ZL7MXmBOcgwQjw, R8JHGpUzq8UpjfJBAQenzA, 1SfhugDtBIHkh78AeqowWg, m4F20BqqITkWSpxTSHfSLg, QZhmk-zHkx9RXsYE6dm-yw, _5ZU2jXJbffdKb7p1RvVfQ, Ui47DNjUiN6S-f4JVa2Pew, ty6Zv4uJ7mY59F3F4dc6tg, j3jaM4FyZPlDZy0m17stlw, scZifkKo06L1jFGxNJRBrg, S-9vTxzeqiOGf0y4-MTm_A, UKSw9kfoBfdatSMUl-jGnA, 6tPXsiDVPbJhHpufXZye0g, Ove30Dvm_OqBrBwKyTNlGA, K04P2qXPJGrwWEWkaV_rEg, w_zyLyhl58RJOtC5OSKAxQ, k1NC6TAMjOpt1XuYGuwJ_A, zSsVTRH9FEvtAT-8QE_cUg, QPv-BrBvq0COquop1KG5Uw, FUugJkE6AvFsGfRp5iYZEQ, WhL1Zk7eUntjT9v6ZJfb2w, Lk1uXsWYh4XZjJsvD6fDGw, yzWz3gHekKx_SLcrvR_VfA, FGmWx0hFD-h3YuTEql1x2Q, 2RaeSSAUc-ryrpfb10ABqA, i8CDZlzcpncppvxLtDzFMQ, Z1grDRWcZ1TJrpDxfehycQ, EI3IB4YmBstL43nzvfn5TA, MI3wG3R12sQuTGdNvBBX3A, vYfKisxjOKRktltQ0oXV5A, vUthM37V1IkWqy2laAzuhw, PQM8Tc3RVyF1fTCc0r3tlQ, OCVABTn-0iD36zEYW6Hb0g, wMCRK6p1RZCoBKO0i3p8zA, M1SKSOUdJfVlF3_igReu1Q, CDvhiRiczAq0M5pktyiyog, Kx7pj8JCDuoATZ9eTZXcZA, X2IEjB50MCcEEdCDuABzuQ, vTTd3ZT34-7pkxpW1zmVIw, MxgvFPPNKZJo3UZcocs-_A, yad_lkbf3bwhsoVvKdLQuA, hMqfXk_Oq8XrjHFResdnTg, DSM-ZzKgfaOx01YJa5Uzkw, uPifAul4hJIqy72ah1GKSA, jgJ0AW-inTXiCLMAPKzWuQ, V90K91UlRqF7bcOdZnWSCg, bWyZZxJtbngmNGhEQ1isbA, gH9hONnrRlAu3fKqThsI6A, cUTAO7xfjpRuOcXefbF2Bw, im0Dyihcz3Bf0GVMNZTDvA, NkX0qoqjnMiZoUx2KAPdoA, PP3JmEh_ixsyRZTOo_ZjIw, va1yfbf2udDRyXimUBMemw, SxVEA7yCAgIe-i-SsMbQkA, nAQ597wcg687CwgC1VrJew, m3qH3d97shbvSCtmUrpDFA, YgeAoShmmd2FlCD_gixJDw, Oi1qbcz2m2SnwUeztGYcnQ, oY7iP6-DMl7LjZBGgzi77Q, NP9R7p32u_tTkCV717eB7w, 4rpJ67HgCxZSl_sdm4yN4Q, b0pGpdBx44T-6FgalyYGHQ, m7nSwHRMpGKQcB3dyqurZg, VMmz7VNoLwCi6IuImICp1g, 5mpqCWFfZUcC6BsoC67o1g, 1HX8FLNRGAq0B_hZDKczxg, nWHY9F4Yi_Yo0tBAHD3rEQ, zCASNH25GTirvxqtmzuVVw, aIbYxOV_3dBIPUcnl806xg, MztQ2Ew4Qb5-c39zmqfxJg, KcuYNfY5olGTKU6PIMV7Gg, NU98XAesvyJIDIA5z16v7A, giJqvuH8EC62Hi5WboZ08w, S6vQtTzbSY4l5ZyKBi7PDw, tuE-wOTKJX-gSXNN7SKj-w, kfAs5S1XGtZZyO0QCuXD_g, cnQXH0wqMce-s8P5gnUO3Q, -yZtfJjnO2UchGqLdK3PEA, aXpiHi7FW_wOIe7nGFRSDQ, OV6JZ1M5ov65F8PWQzhG-Q, 23QE3v_ikfz6snXq09oB9g, kbB1FfCf1NsJN-PZAQ0xwQ, YWJFfBTUdgAH-AXW9JnYxg, 1XsugKnRFtDWRYd0qludoA, -zAsvPvZMyi7Hzv0x4RbHg",91,4.19,60,28,10,3,0,73,182,184,184,64,168
348449,LPiBIlFEwpKjhyz3LHzb3w,Michelle,5,2021-02-01 14:31:21,0,0,0,,None,0,4.33,0,0,0,0,0,2,0,0,0,0,0
769265,zvH0m8vDdRSC9ExgTsu5Ow,Neena,22,2012-04-13 16:33:40,19,0,4,,None,0,4.5,0,0,0,0,0,1,0,1,1,0,0
1918512,jG8qbRkN2kb3pSY6Cp_fjg,P J,4,2013-11-01 13:32:37,0,0,0,,None,0,2.75,0,0,0,0,0,0,0,0,0,0,0
1886408,3JJA2BsoA8ArEPM-vkOkDQ,Rudy,1,2015-04-17 00:39:07,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
130988,8fwqr_VHWmksLnqCXxEDiw,Melissa,2,2011-12-15 03:33:05,1,0,0,,"VhzywotzpO-L12dwe-PmlQ, 3zuae4_B8_Uo_rXO0AD6cw, nqpGBitHOSEzJI9xMY_RfQ, IHXBPt15Tgh6JJHPLiaTPg, 2K0D2FvchqXCfJib_fdpog, yLuNjSy2Dd6u7B3Z0xuVoQ, axe-IYguI9IAocRQ_hcUDg, V03fUCnZS6PQeG22iVt6XQ, IeNLPjKr2DsCLk3DfvM3QQ, 10mGJTa8F5Z5dNVwEPf0-A, dNrRuxJve-w4cIoDbZhbyw, 0yHylanWV__UhSRU8qSX9Q, 8Q88DR6EuYVlt7mWlQcrJw, Wz3xJD5EJ-HJDHF8UzniQw, KJjhVWz-GTellKB298t9cA, niX3LG4z8qzFkskzxxlX1g, YonAyGwHrtsjwQD8pMuVCA, Yv5HZ7wDJP3Cq44A0yeZtg, IuIzcz8-fTHk2dRdI3X05A, mpA1oNxNeZ6HjYeurBRPHw, n_D0lG48PviODYrwkI7zgw, JgHikN4IqBX3xiqGOBNFYA, T6GfEW_p14SUEFMgxLENqQ, h62L6u7ov0Kyt2-R7SmU0Q, dgRx9MY442gNjypEwUM0IQ, MiXnVTj4lEsDuq5k81S07A, FU4F1Ut4GCLuVwWxUUm2Aw, GKO0pJdJIP0XDD17Yv4pow, n1plq5lvINQ8BQ6rEC8TLA, bgBIuA31vObihEKwH0Dz5w, cjy-UKxVMz_fgOFIP2TUZA, KQ04LqWQLWb_uxxI01kD_w, ygbpmLAeqsP_awp16_ZGNA, 2EmUt2j8rkZ_ZmIEMmPalg, mnB9_KGetAR6ZA_d5yauog, c0vW4lWR11AwpO8UzZHrEw, YKP63D_E97xs6E2DPHZhGA",0,2.5,0,0,0,0,0,0,0,0,0,0,0
345955,4pBnLXmYAp4goLdV8UaUpg,Marcia,2,2018-06-26 19:45:20,0,0,0,,None,0,3.0,0,0,0,0,0,0,0,0,0,0,0
1364188,Kx74lTURXgnhC6-Sk2Jeuw,Dawn,15,2014-02-21 01:48:07,13,1,0,,None,0,2.67,0,0,0,0,0,0,0,0,0,0,0
728436,u2ZjQgTe_9kiLfN0rLNJ6w,Joel,2,2017-02-16 18:00:16,4,7,1,,None,0,2.33,0,0,0,0,0,0,0,0,0,0,0
