,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
98083,HTqvgaAFxBsniVIQqO1-5Q,Joe's Crab Shack,555 City Ave,Bala Cynwyd,PA,19131,40.008496,-75.2111478,2.5,125,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'very_loud'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'""}","Seafood, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
13298,Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,1137 Spruce St,Philadelphia,PA,19107,39.9466238,-75.1609139,4.5,770,1,"{'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForDancing': 'False', 'HasTV': 'False', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True'}","Beer, Wine & Spirits, Wine Bars, Modern European, American (New), Cheese Shops, Specialty Food, Food, Restaurants, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '14:0-20:0', 'Sunday': '14:0-20:0'}"
27007,dK8PxVPdj8qivBNiLE79Ag,Char Kol,1525 Sansom St,Philadelphia,PA,19102,39.9505301,-75.1668181,2.5,20,0,"{'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True'}","Pop-Up Restaurants, Chicken Wings, Barbeque, Korean, Restaurants","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0'}"
134734,Wq80DqBXRpM5xMcGpPK2fA,FreshWorks of Levittown,4257 New Falls Rd,Levittown,PA,19056,40.135166,-74.884348,3.0,17,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Sandwiches, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
76182,oj1Y6Tv6nhsmJQBfTbsWmQ,Jimmy John's,5620 Georgetown Rd,Indianapolis,IN,46254,39.8543423,-86.2407384,2.0,10,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'Caters': 'True', 'GoodForMeal': 'None', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'DriveThru': 'True', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'""}","Sandwiches, Delis, Fast Food, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
10544,-TCa3KBib07_1ko9L2Z0fQ,Yeoman's Cask and Lion,"200 1st Ave S, Ste B",St. Petersburg,FL,33701,27.7698785,-82.6358084,3.5,63,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'Alcohol': ""'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True'}","Nightlife, Pubs, Breakfast & Brunch, Bars, Burgers, British, Cocktail Bars, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
113731,_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,724 Iberville St,New Orleans,LA,70130,29.9542735,-90.0689651,4.0,7568,1,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Caters': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'None', 'CoatCheck': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': False, u'validated': False}"", 'WiFi': ""u'no'""}","Live/Raw Food, Seafood, Restaurants, Cajun/Creole","{'Monday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
137882,NIEwDBsr36N74uPwjCaRwg,LaSpada's Original Steaks & Hoagies,1002 MacDade Blvd,Folsom,PA,19033,39.8802438283,-75.3405574,3.5,36,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}""}","Italian, Restaurants, Breakfast & Brunch, Sandwiches","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}"
32084,B923xUANLU9QlRSvQUOThg,Mount Holly International Buffet,"1710 Rt 38, Unit 10",Mount Holly,NJ,08060,39.979562,-74.773621,3.5,58,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","Food, Seafood, Restaurants, Buffets, Chinese","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:0'}"
31732,cwtc0mRJ2SSLAQhIK3jIAg,Vinny's Pizzarama 2,1250 Bethlehem Pike,Hatfield,PA,19440,40.287548,-75.266527,3.5,32,1,"{'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True'}","Pizza, Restaurants, Italian, Sandwiches, Food Delivery Services, American (Traditional), Food","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}"
65326,9LkxqWm0d-UnRWItuDRt6g,Burrow,100 Street NW,West Edmonton,AB,T5J 2W8,53.54093185,-113.4900294889,3.5,19,0,"{'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1'}","Food, Coffee & Tea, Restaurants, Cafes","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0'}"
49331,O888TgG49aEsY7DsgZrckg,Mesquito Grille,128 W State St,Doylestown,PA,18901,40.3083618,-75.1336731,3.5,142,1,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""'paid'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True'}","Restaurants, Sports Bars, Bars, Nightlife, Barbeque","{'Monday': '17:0-21:0', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-21:0'}"
44209,ykh_0dbCMNDuHLNv4N-OKA,Family Heritage,RR 113,Franconia,PA,18924,40.3001756422,-75.369043779,2.5,38,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","American (New), Restaurants, Breakfast & Brunch","{'Monday': '5:30-20:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:30', 'Saturday': '5:30-20:30', 'Sunday': '8:0-19:0'}"
91115,PXt8karfX_lgc4UAOM1wuQ,Einstein Bros. Bagels,"2849 Gulf To Bay Blvd, Ste A",Clearwater,FL,33759,27.9603023,-82.719275,3.0,20,1,"{'Caters': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'AgesAllowed': ""u'allages'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}""}","Breakfast & Brunch, Restaurants, Coffee & Tea, Bagels, Sandwiches, Food","{'Monday': '0:0-0:0', 'Tuesday': '5:30-14:0', 'Wednesday': '5:30-14:0', 'Thursday': '5:30-14:0', 'Friday': '5:30-14:0', 'Saturday': '7:0-14:0', 'Sunday': '6:0-14:0'}"
35102,suqdvD8yoteMf_dPxV2W1w,Yummy Yummy,1878 Delmar Dr,Folcroft,PA,19032,39.8917789,-75.2837931,4.0,39,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True'}","Food, Restaurants, Chinese","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '12:0-22:30'}"
72168,1lSj24GO6VMJ2uB6hW3pGA,Coach's All American Bar & Grill,19221 S Alpha Ave,Green Valley,AZ,85614,31.900741,-110.98862,3.0,44,1,"{'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'outdoor'"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'False', 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'False'}","Bars, Nightlife, American (Traditional), Restaurants, Burgers, Sports Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
78811,EIF1W_-8weWgmDP5sbBOIg,Jimmy John's,5445 Telegraph Rd,St. Louis,MO,63129,38.4737875,-90.3055779,2.5,11,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BusinessParking': 'None', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True'}","Food Delivery Services, Fast Food, Food, Sandwiches, Restaurants, Delis","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
81113,i6COOaJ3doNtXJuiSvDzzA,Swansea Family Restaurant,4421 W Main St,Swansea,IL,62226,38.5400162,-90.0220633,3.0,19,0,"{'RestaurantsReservations': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, American (Traditional)","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '6:0-15:0'}"
133584,YEDOg0lFYS_H_faTERHgUg,Creations Dining Room & Lounge,4235 Gateway Boulevard NW,Edmonton,AB,T6J 5H2,53.478768,-113.4912,3.5,17,1,"{'OutdoorSeating': 'False', 'BikeParking': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nightlife, Bars, Wine Bars, Lounges, Breakfast & Brunch, Restaurants","{'Monday': '17:30-22:30', 'Tuesday': '17:30-22:30', 'Wednesday': '17:30-22:30', 'Thursday': '17:30-22:30', 'Friday': '17:30-22:30', 'Saturday': '17:30-22:30', 'Sunday': '10:30-13:30'}"
102952,bECBfbtyRzNXlQvmBgaAcQ,The Andalusia Bar and Grill,971 Bristol Pike,Bensalem,PA,19020,40.067212,-74.970797,3.0,5,1,,"Bars, Nightlife, Restaurants, Pizza, Karaoke, American (Traditional), Chicken Wings","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
2475,_ReMedGR8eDM5AgdRK0jCw,Shorty's Breakfast & Gourmet Deli,"1261 Gulf Blvd, Ste 125",Clearwater,FL,33767,27.9519833,-82.829696,4.5,68,1,"{'HasTV': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True'}","Cuban, Food, Delis, Convenience Stores, American (Traditional), Breakfast & Brunch, Restaurants","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
125671,LWAwSy51WvwNnegnwRUjbA,Thai Boat Restaurant,120 N Parsons Ave,Brandon,FL,33510,27.9387222,-82.2860532,4.5,62,0,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Thai","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
